qname	cds_start	cds_end	map_start	map_end	pid	pid_adj	n_error	n_insert	n_mismatch	n_deletion	rname
06_E04	1	1269	694	1268	99.8	45.2	1	0	1	0	ENST00000622313.4|ENSG00000083838.16|OTTHUMG00000183541.3|-|ZNF446-208|ZNF446|1884|UTR5:1-117|CDS:118-1386|UTR3:1387-1884|
06_E09	1	1287	736	1286	100.0	42.8	0	0	0	0	ENST00000341919.7|ENSG00000141905.19|OTTHUMG00000180731.8|OTTHUMT00000452832.1|NFIC-201|NFIC|1573|UTR5:1-88|CDS:89-1375|UTR3:1376-1573|
06_F03	1	1200	587	1199	100.0	51.1	0	0	0	0	ENST00000265165.6|ENSG00000138795.10|OTTHUMG00000131809.7|OTTHUMT00000254749.3|LEF1-201|LEF1|3575|UTR5:1-1165|CDS:1166-2365|UTR3:2366-3575|
06_F04	1	1311	704	1310	100.0	46.3	0	0	0	0	ENST00000367006.8|ENSG00000117625.14|OTTHUMG00000036996.4|OTTHUMT00000089822.1|RCOR3-202|RCOR3|2525|UTR5:1-282|CDS:283-1593|UTR3:1594-2525|
06_F05	1	1398	814	1397	100.0	41.8	0	0	0	0	ENST00000608255.2|ENSG00000272602.6|OTTHUMG00000159865.6|OTTHUMT00000357816.4|ZNF595-203|ZNF595|1999|UTR5:1-529|CDS:530-1927|UTR3:1928-1999|
06_F11	1	1494	1080	1493	100.0	27.7	0	0	0	0	ENST00000356728.11|ENSG00000143365.19|OTTHUMG00000013053.6|OTTHUMT00000036627.2|RORC-202|RORC|3055|UTR5:1-160|CDS:161-1654|UTR3:1655-3055|
06_F12	1	1947	1424	1946	99.8	26.8	1	1	0	0	ENST00000336139.8|ENSG00000166261.11|OTTHUMG00000166008.3|OTTHUMT00000387417.1|ZNF202-201|ZNF202|4130|UTR5:1-363|CDS:364-2310|UTR3:2311-4130|
06_G01	1	1566	992	1566	100.0	36.7	0	0	0	0	ENSMUST00000014447.13|ENSMUSG00000014303.14|OTTMUSG00000026679.2|OTTMUST00000066014.1|Glis2-201|Glis2|3619|UTR5:1-272|CDS:273-1838|UTR3:1839-3619|
06_G10	1	1575	987	1574	100.0	37.3	0	0	0	0	ENST00000394807.5|ENSG00000185670.9|OTTHUMG00000167608.6|OTTHUMT00000395342.3|ZBTB3-201|ZBTB3|2950|UTR5:1-248|CDS:249-1823|UTR3:1824-2950|
06_G11	1	1713	1132	1711	100.0	33.9	0	0	0	0	ENST00000373953.8|ENSG00000065029.15|OTTHUMG00000014564.5|OTTHUMT00000040279.3|ZNF76-203|ZNF76|2653|UTR5:1-203|CDS:204-1916|UTR3:1917-2653|
06_H05	1	1239	618	1237	100.0	50.0	0	0	0	0	ENST00000283441.12|ENSG00000188818.12|OTTHUMG00000090319.5|OTTHUMT00000206681.3|ZDHHC11-201|ZDHHC11|2604|UTR5:1-384|CDS:385-1623|UTR3:1624-2604|
06_H12	1	2142	1505	2140	100.0	29.7	0	0	0	0	ENST00000683701.1|ENSG00000126804.14|OTTHUMG00000171147.3|-|ZBTB1-207|ZBTB1|3642|UTR5:1-195|CDS:196-2337|UTR3:2338-3642|
07_A02	1	1371	796	1369	100.0	41.9	0	0	0	0	ENST00000588745.5|ENSG00000141646.14|OTTHUMG00000132696.11|OTTHUMT00000449729.2|SMAD4-205|SMAD4|1371|CDS:1-1371|
07_A03	1	1854	1441	1847	100.0	22.0	0	0	0	0	ENST00000598744.1|ENSG00000131845.15|OTTHUMG00000183245.1|OTTHUMT00000465784.1|ZNF304-204|ZNF304|3331|UTR5:1-546|CDS:547-2400|UTR3:2401-3331|
07_A05	1	1569	916	1567	100.0	41.6	0	0	0	0	ENST00000353868.5|ENSG00000106459.15|OTTHUMG00000143736.4|-|NRF1-203|NRF1|3568|UTR5:1-100|CDS:101-1669|UTR3:1670-3568|
07_A06	1	1575	1069	1574	100.0	32.1	0	0	0	0	ENST00000436292.5|ENSG00000176083.18|OTTHUMG00000003521.5|-|ZNF683-205|ZNF683|1712|UTR5:1-121|CDS:122-1696|UTR3:1697-1712|
07_A07	1	933	314	933	100.0	66.5	0	0	0	0	ENST00000509524.5|ENSG00000179059.10|OTTHUMG00000160235.2|OTTHUMT00000359795.1|ZFP42-202|ZFP42|2480|UTR5:1-242|CDS:243-1175|UTR3:1176-2480|
07_A08	1	2097	1531	2097	99.6	26.9	2	0	2	0	ENST00000592546.5|ENSG00000087903.13|OTTHUMG00000180711.5|OTTHUMT00000452689.1|RFX2-222|RFX2|2578|UTR5:1-148|CDS:149-2245|UTR3:2246-2578|
07_A10	1	1290	664	1289	100.0	48.5	0	0	0	0	ENST00000405379.6|ENSG00000134317.18|OTTHUMG00000151704.8|-|GRHL1-202|GRHL1|1881|UTR5:1-93|CDS:94-1383|UTR3:1384-1881|
07_B03	1	1422	822	1420	100.0	42.1	0	0	0	0	ENST00000337940.4|ENSG00000144852.20|OTTHUMG00000159400.2|OTTHUMT00000355126.1|NR1I2-201|NR1I2|2743|UTR5:1-48|CDS:49-1470|UTR3:1471-2743|
07_B04	1	1392	940	1391	100.0	32.5	0	0	0	0	ENST00000674357.1|ENSG00000118495.20|OTTHUMG00000015738.6|OTTHUMT00000530801.1|PLAGL1-228|PLAGL1|3269|UTR5:1-753|CDS:754-2145|UTR3:2146-3269|
07_B05	1	1824	1215	1823	99.8	33.3	1	0	1	0	ENST00000339503.7|ENSG00000189144.15|OTTHUMG00000048183.4|-|ZNF573-201|ZNF573|2014|CDS:1-1824|UTR3:1825-2014|
07_B07	1	2613	1979	2611	100.0	24.2	0	0	0	0	ENST00000263734.5|ENSG00000116016.14|OTTHUMG00000128818.25|OTTHUMT00000250752.4|EPAS1-201|EPAS1|5155|UTR5:1-505|CDS:506-3118|UTR3:3119-5155|
07_B08	1	1452	897	1451	99.8	38.2	1	0	1	0	ENST00000409551.7|ENSG00000135903.20|OTTHUMG00000133157.9|OTTHUMT00000375096.1|PAX3-207|PAX3|1782|UTR5:1-280|CDS:281-1732|UTR3:1733-1782|
07_C03	1	2373	1775	2373	100.0	25.2	0	0	0	0	ENST00000301480.5|ENSG00000198028.4|OTTHUMG00000180130.2|OTTHUMT00000449901.2|ZNF560-201|ZNF560|2815|UTR5:1-223|CDS:224-2596|UTR3:2597-2815|
07_C09	1	1854	1226	1847	100.0	33.5	0	0	0	0	ENST00000598744.1|ENSG00000131845.15|OTTHUMG00000183245.1|OTTHUMT00000465784.1|ZNF304-204|ZNF304|3331|UTR5:1-546|CDS:547-2400|UTR3:2401-3331|
07_C10	1	1911	1647	1911	100.0	13.9	0	0	0	0	ENST00000378295.9|ENSG00000078900.15|OTTHUMG00000000610.7|OTTHUMT00000001468.5|TP73-208|TP73|5192|UTR5:1-159|CDS:160-2070|UTR3:2071-5192|
07_C11	1	1884	1289	1884	100.0	31.6	0	0	0	0	ENST00000263095.10|ENSG00000083844.10|OTTHUMG00000183104.3|OTTHUMT00000465080.2|ZNF264-201|ZNF264|12163|UTR5:1-414|CDS:415-2298|UTR3:2299-12163|
07_D04	1	1233	572	1232	100.0	53.6	0	0	0	0	ENST00000412947.6|ENSG00000166526.18|OTTHUMG00000154596.77|OTTHUMT00000337706.3|ZNF3-204|ZNF3|2545|UTR5:1-161|CDS:162-1394|UTR3:1395-2545|
07_D06	1	1581	1012	1580	100.0	36.0	0	0	0	0	ENST00000434687.6|ENSG00000030419.17|OTTHUMG00000133005.7|OTTHUMT00000256593.3|IKZF2-207|IKZF2|9562|UTR5:1-319|CDS:320-1900|UTR3:1901-9562|
07_D11	1	2406	1858	2384	100.0	21.9	0	0	0	0	ENST00000228437.10|ENSG00000110851.12|OTTHUMG00000169914.3|OTTHUMT00000406546.2|PRDM4-201|PRDM4|4182|UTR5:1-437|CDS:438-2843|UTR3:2844-4182|
07_E01	1	2022	1507	2021	100.0	25.5	0	0	0	0	ENST00000682697.1|ENSG00000109906.15|OTTHUMG00000168243.4|-|ZBTB16-212|ZBTB16|4528|UTR5:1-704|CDS:705-2726|UTR3:2727-4528|
07_E02	1	1341	740	1340	100.0	44.8	0	0	0	0	ENST00000303915.10|ENSG00000166526.18|OTTHUMG00000154596.77|-|ZNF3-203|ZNF3|3473|UTR5:1-968|CDS:969-2309|UTR3:2310-3473|
07_E04	1	3126	2181	2753	100.0	18.3	0	0	0	0	ENST00000491832.6|ENSG00000112200.17|OTTHUMG00000014916.11|OTTHUMT00000360529.1|ZNF451-208|ZNF451|3632|UTR5:1-65|CDS:66-3191|UTR3:3192-3632|
07_E05	1	1173	555	1172	100.0	52.7	0	0	0	0	ENST00000341464.9|ENSG00000189298.14|OTTHUMG00000014521.5|OTTHUMT00000471050.1|ZKSCAN3-202|ZKSCAN3|1794|UTR5:1-160|CDS:161-1333|UTR3:1334-1794|
07_E07	1	1332	707	1331	100.0	46.9	0	0	0	0	ENST00000346208.4|ENSG00000107485.18|OTTHUMG00000017640.8|OTTHUMT00000046719.2|GATA3-201|GATA3|2650|UTR5:1-451|CDS:452-1783|UTR3:1784-2650|
07_E08	1	1356	815	1355	100.0	39.9	0	0	0	0	ENST00000380956.9|ENSG00000137265.15|OTTHUMG00000016294.5|OTTHUMT00000043638.3|IRF4-201|IRF4|5314|UTR5:1-113|CDS:114-1469|UTR3:1470-5314|
07_E11	1	1260	823	1244	100.0	33.5	0	0	0	0	ENST00000368886.10|ENSG00000095574.12|OTTHUMG00000019192.3|OTTHUMT00000050820.3|IKZF5-201|IKZF5|4532|UTR5:1-299|CDS:300-1559|UTR3:1560-4532|
07_F02	1	1683	1058	1679	100.0	37.0	0	0	0	0	ENST00000380654.8|ENSG00000164330.17|OTTHUMG00000130304.5|OTTHUMT00000374011.1|EBF1-202|EBF1|2345|UTR5:1-215|CDS:216-1898|UTR3:1899-2345|
07_F04	1	1785	1139	1784	100.0	36.2	0	0	0	0	ENST00000196489.4|ENSG00000083817.9|OTTHUMG00000183467.2|OTTHUMT00000466787.2|ZNF416-201|ZNF416|2545|UTR5:1-207|CDS:208-1992|UTR3:1993-2545|
07_F06	1	1407	1010	1406	100.0	28.2	0	0	0	0	ENST00000557258.6|ENSG00000053254.16|OTTHUMG00000170898.4|OTTHUMT00000410903.1|FOXN3-214|FOXN3|8021|UTR5:1-377|CDS:378-1784|UTR3:1785-8021|
07_F09	1	1620	1092	1619	100.0	32.6	0	0	0	0	ENST00000289816.9|ENSG00000158805.12|OTTHUMG00000138050.4|OTTHUMT00000269927.1|ZNF276-201|ZNF276|4589|UTR5:1-312|CDS:313-1932|UTR3:1933-4589|
07_F12	1	2211	1562	2210	100.0	29.4	0	0	0	0	ENST00000399921.5|ENSG00000156273.16|OTTHUMG00000078878.10|OTTHUMT00000171974.1|BACH1-202|BACH1|5769|UTR5:1-243|CDS:244-2454|UTR3:2455-5769|
07_G04	1	1308	700	1307	100.0	46.5	0	0	0	0	ENST00000608382.6|ENSG00000089775.12|OTTHUMG00000141310.3|OTTHUMT00000280649.2|ZBTB25-204|ZBTB25|10365|UTR5:1-185|CDS:186-1493|UTR3:1494-10365|
07_G05	1	1638	1070	1637	100.0	34.7	0	0	0	0	ENST00000377294.3|ENSG00000187626.9|OTTHUMG00000014511.2|OTTHUMT00000040179.2|ZKSCAN4-201|ZKSCAN4|5346|UTR5:1-289|CDS:290-1927|UTR3:1928-5346|
07_G07	1	1251	649	1250	99.8	48.0	1	0	1	0	ENST00000471844.6|ENSG00000143437.21|OTTHUMG00000035011.4|OTTHUMT00000360627.2|ARNT-204|ARNT|3703|UTR5:1-138|CDS:139-1389|UTR3:1390-3703|
07_G08	1	1812	1225	1811	100.0	32.4	0	0	0	0	ENST00000395395.7|ENSG00000175787.17|OTTHUMG00000020264.4|OTTHUMT00000253714.2|ZNF169-202|ZNF169|2374|UTR5:1-103|CDS:104-1915|UTR3:1916-2374|
07_G11	1	1011	414	1010	100.0	59.1	0	0	0	0	ENST00000458646.1|ENSG00000077092.19|OTTHUMG00000130480.7|OTTHUMT00000252879.3|RARB-204|RARB|2590|UTR5:1-263|CDS:264-1274|UTR3:1275-2590|
07_G12	1	2043	1440	2042	100.0	29.5	0	0	0	0	ENST00000264731.8|ENSG00000073282.14|OTTHUMG00000156313.3|OTTHUMT00000343865.2|TP63-201|TP63|4944|UTR5:1-127|CDS:128-2170|UTR3:2171-4944|
07_H04	1	1761	1427	1760	100.0	19.0	0	0	0	0	ENST00000328747.12|ENSG00000146757.14|OTTHUMG00000156557.2|OTTHUMT00000344589.2|ZNF92-201|ZNF92|3165|UTR5:1-143|CDS:144-1904|UTR3:1905-3165|
07_H06	1	1797	1200	1796	100.0	33.2	0	0	0	0	ENST00000339562.9|ENSG00000153234.15|OTTHUMG00000131950.10|OTTHUMT00000254909.3|NR4A2-201|NR4A2|3472|UTR5:1-368|CDS:369-2165|UTR3:2166-3472|
07_H07	1	2433	1885	2432	100.0	22.5	0	0	0	0	ENST00000600094.5|ENSG00000187187.14|OTTHUMG00000182578.10|OTTHUMT00000462494.1|ZNF546-207|ZNF546|3426|UTR5:1-229|CDS:230-2662|UTR3:2663-3426|
07_H08	1	1023	432	1022	99.8	57.7	1	0	1	0	ENST00000616844.1|ENSG00000170802.16|OTTHUMG00000129168.6|-|FOXN2-203|FOXN2|1414|UTR5:1-269|CDS:270-1292|UTR3:1293-1414|
07_H09	1	2049	1446	2048	100.0	29.4	0	0	0	0	ENST00000557843.5|ENSG00000140262.18|OTTHUMG00000132047.13|OTTHUMT00000419540.1|TCF12-207|TCF12|4076|UTR5:1-87|CDS:88-2136|UTR3:2137-4076|
08_A02	1	1626	1007	1625	100.0	38.1	0	0	0	0	ENST00000323703.11|ENSG00000163795.14|OTTHUMG00000097783.4|OTTHUMT00000215026.3|ZNF513-201|ZNF513|2144|UTR5:1-208|CDS:209-1834|UTR3:1835-2144|
08_A05	1	2544	2084	2543	100.0	18.1	0	0	0	0	ENST00000300134.8|ENSG00000166888.12|OTTHUMG00000171194.8|OTTHUMT00000412248.4|STAT6-201|STAT6|3963|UTR5:1-255|CDS:256-2799|UTR3:2800-3963|
08_A06	1	1572	938	1571	100.0	40.3	0	0	0	0	ENST00000523428.5|ENSG00000171970.13|OTTHUMG00000164485.6|OTTHUMT00000379049.1|ZNF57-203|ZNF57|1774|UTR5:1-145|CDS:146-1717|UTR3:1718-1774|
08_A07	1	2283	1634	2282	99.8	28.4	1	0	1	0	ENST00000331242.12|ENSG00000135164.19|OTTHUMG00000154135.66|OTTHUMT00000334024.4|DMTF1-201|DMTF1|3702|UTR5:1-234|CDS:235-2517|UTR3:2518-3702|
08_B06	1	2232	1961	2230	99.3	12.0	2	0	2	0	ENST00000300870.15|ENSG00000185947.15|OTTHUMG00000176535.18|OTTHUMT00000432446.4|ZNF267-201|ZNF267|3268|UTR5:1-160|CDS:161-2392|UTR3:2393-3268|
08_B08	1	1311	692	1309	100.0	47.1	0	0	0	0	ENST00000259803.8|ENSG00000137270.11|OTTHUMG00000014871.2|OTTHUMT00000040953.2|GCM1-201|GCM1|2780|UTR5:1-224|CDS:225-1535|UTR3:1536-2780|
08_B10	1	1824	1240	1798	100.0	30.6	0	0	0	0	ENST00000369663.10|ENSG00000112837.17|OTTHUMG00000015129.5|OTTHUMT00000041378.3|TBX18-202|TBX18|6430|UTR5:1-417|CDS:418-2241|UTR3:2242-6430|
08_B11	1	2544	2255	2542	100.0	11.3	0	0	0	0	ENST00000426744.5|ENSG00000205189.12|OTTHUMG00000155016.7|-|ZBTB10-202|ZBTB10|9878|UTR5:1-598|CDS:599-3142|UTR3:3143-9878|
08_C01	1	1441	939	1389	100.0	31.3	0	0	0	0	ENST00000431229.1|ENSG00000159263.16|OTTHUMG00000086637.4|OTTHUMT00000194695.1|SIM2-202|SIM2|1465|CDS:1-1441|UTR3:1442-1465|
08_C02	1	1479	968	1477	99.8	34.4	1	0	1	0	ENST00000359971.4|ENSG00000197363.10|OTTHUMG00000165199.2|-|ZNF517-201|ZNF517|3238|UTR5:1-70|CDS:71-1549|UTR3:1550-3238|
08_C03	1	1407	804	1395	99.8	42.0	1	0	1	0	ENST00000449337.6|ENSG00000069667.16|OTTHUMG00000132769.8|OTTHUMT00000416842.1|RORA-204|RORA|1701|UTR5:1-124|CDS:125-1531|UTR3:1532-1701|
08_C07	1	3327	2720	3325	100.0	18.2	0	0	0	0	ENST00000446923.7|ENSG00000148516.23|OTTHUMG00000017907.5|OTTHUMT00000419094.2|ZEB1-204|ZEB1|6250|UTR5:1-374|CDS:375-3701|UTR3:3702-6250|
08_C09	1	1710	1113	1708	100.0	34.9	0	0	0	0	ENST00000291598.11|ENSG00000198440.9|OTTHUMG00000168874.5|-|ZNF583-201|ZNF583|2538|UTR5:1-165|CDS:166-1875|UTR3:1876-2538|
08_C10	1	1740	1131	1738	100.0	34.9	0	0	0	0	ENST00000395867.8|ENSG00000198105.16|OTTHUMG00000017980.4|OTTHUMT00000047609.1|ZNF248-203|ZNF248|5143|UTR5:1-551|CDS:552-2291|UTR3:2292-5143|
08_C11	1	1983	1380	1981	100.0	30.4	0	0	0	0	ENST00000343599.5|ENSG00000171817.17|OTTHUMG00000182053.5|OTTHUMT00000459026.1|ZNF540-202|ZNF540|3073|UTR5:1-258|CDS:259-2241|UTR3:2242-3073|
08_D02	1	1728	550	1124	100.0	33.3	0	0	0	0	ENST00000339656.8|ENSG00000198466.12|OTTHUMG00000154901.5|OTTHUMT00000337594.3|ZNF587-201|ZNF587|6885|UTR5:1-180|CDS:181-1908|UTR3:1909-6885|
08_D03	1	2541	2270	2539	100.0	10.6	0	0	0	0	ENST00000381322.5|ENSG00000134852.15|OTTHUMG00000102141.8|OTTHUMT00000219982.1|CLOCK-202|CLOCK|4059|UTR5:1-926|CDS:927-3467|UTR3:3468-4059|
08_D05	1	1803	1133	1801	100.0	37.1	0	0	0	0	ENST00000321545.5|ENSG00000178229.8|OTTHUMG00000183243.2|OTTHUMT00000465780.2|ZNF543-201|ZNF543|3690|UTR5:1-382|CDS:383-2185|UTR3:2186-3690|
08_D08	1	1239	686	1237	99.8	44.5	1	0	1	0	ENST00000592282.1|ENSG00000254004.7|OTTHUMG00000048155.4|OTTHUMT00000452724.1|ZNF260-204|ZNF260|5055|UTR5:1-844|CDS:845-2083|UTR3:2084-5055|
08_D11	1	1755	1153	1753	99.8	34.2	1	0	1	0	ENST00000322357.9|ENSG00000178951.9|OTTHUMG00000181792.3|OTTHUMT00000457621.3|ZBTB7A-201|ZBTB7A|6437|UTR5:1-233|CDS:234-1988|UTR3:1989-6437|
08_D12	1	1929	1395	1927	99.6	27.5	2	0	2	0	ENST00000568740.5|ENSG00000196628.20|OTTHUMG00000132713.34|OTTHUMT00000421635.2|TCF4-241|TCF4|2628|UTR5:1-510|CDS:511-2439|UTR3:2440-2628|
08_E01	1	1878	1270	1876	100.0	32.3	0	0	0	0	ENST00000646743.1|ENSG00000083307.12|OTTHUMG00000149915.5|OTTHUMT00000495891.1|GRHL2-206|GRHL2|5232|UTR5:1-331|CDS:332-2209|UTR3:2210-5232|
08_E06	1	4488	655	1208	100.0	12.3	0	0	0	0	ENST00000375963.8|ENSG00000083223.18|OTTHUMG00000020137.1|OTTHUMT00000052918.1|TUT7-206|TUT7|5603|UTR5:1-171|CDS:172-4659|UTR3:4660-5603|
08_E12	1	2001	1378	1702	98.8	16.0	4	3	1	0	ENSMUST00000061890.8|ENSMUSG00000025821.10|OTTMUSG00000022846.2|OTTMUST00000054918.2|Zfp282-201|Zfp282|5573|UTR5:1-468|CDS:469-2469|UTR3:2470-5573|
08_F01	1	4098	3494	4098	100.0	14.8	0	0	0	0	ENST00000382895.7|ENSG00000109685.19|OTTHUMG00000121147.15|OTTHUMT00000366269.2|NSD2-206|NSD2|7827|UTR5:1-431|CDS:432-4529|UTR3:4530-7827|
08_F03	1	1410	861	1394	99.8	37.8	1	0	1	0	ENST00000360938.8|ENSG00000157557.13|OTTHUMG00000090769.8|OTTHUMT00000207545.2|ETS2-202|ETS2|3668|UTR5:1-192|CDS:193-1602|UTR3:1603-3668|
08_F05	1	3255	2621	3253	100.0	19.4	0	0	0	0	ENSMUST00000060303.10|ENSMUSG00000046982.12|OTTMUSG00000040170.4|OTTMUST00000104429.3|Tshz1-201|Tshz1|5656|UTR5:1-1001|CDS:1002-4256|UTR3:4257-5656|
08_F06	1	1695	1086	1695	100.0	36.0	0	0	0	0	ENST00000347302.7|ENSG00000121417.14|OTTHUMG00000168012.2|OTTHUMT00000397502.1|ZNF211-204|ZNF211|2472|UTR5:1-179|CDS:180-1874|UTR3:1875-2472|
08_F07	1	1380	776	1380	100.0	43.8	0	0	0	0	ENST00000602257.5|ENSG00000060566.14|OTTHUMG00000181846.4|OTTHUMT00000457925.1|CREB3L3-205|CREB3L3|1475|UTR5:1-80|CDS:81-1460|UTR3:1461-1475|
08_F08	1	1503	887	1501	100.0	40.9	0	0	0	0	ENST00000316981.8|ENSG00000181690.8|OTTHUMG00000164310.3|OTTHUMT00000378212.2|PLAG1-201|PLAG1|7311|UTR5:1-474|CDS:475-1977|UTR3:1978-7311|
08_F12	1	2001	1343	1702	98.9	17.8	4	3	1	0	ENSMUST00000061890.8|ENSMUSG00000025821.10|OTTMUSG00000022846.2|OTTMUST00000054918.2|Zfp282-201|Zfp282|5573|UTR5:1-468|CDS:469-2469|UTR3:2470-5573|
08_G01	1	846	475	845	100.0	43.9	0	0	0	0	ENST00000421109.6|ENSG00000185551.15|OTTHUMG00000149848.7|OTTHUMT00000415367.1|NR2F2-203|NR2F2|2214|UTR5:1-372|CDS:373-1218|UTR3:1219-2214|
08_G02	1	1707	1095	1705	100.0	35.8	0	0	0	0	ENST00000597229.2|ENSG00000198816.7|OTTHUMG00000182582.4|OTTHUMT00000316747.2|ZNF358-202|ZNF358|1968|UTR5:1-185|CDS:186-1892|UTR3:1893-1968|
08_G04	1	1506	922	1505	100.0	38.8	0	0	0	0	ENST00000311371.9|ENSG00000039600.11|OTTHUMG00000130247.3|OTTHUMT00000252572.1|SOX30-202|SOX30|2716|UTR5:1-286|CDS:287-1792|UTR3:1793-2716|
08_G06	1	1212	626	1211	100.0	48.3	0	0	0	0	ENST00000500893.4|ENSG00000247315.4|OTTHUMG00000188280.2|OTTHUMT00000476813.2|ZCCHC3-201|ZCCHC3|2752|UTR5:1-17|CDS:18-1229|UTR3:1230-2752|
08_G08	1	1293	687	1291	100.0	46.8	0	0	0	0	ENST00000375050.6|ENSG00000204304.12|OTTHUMG00000031116.6|OTTHUMT00000076194.6|PBX2-201|PBX2|3229|UTR5:1-287|CDS:288-1580|UTR3:1581-3229|
08_G09	1	1038	460	1038	100.0	55.8	0	0	0	0	ENST00000303004.5|ENSG00000172216.6|OTTHUMG00000032715.2|OTTHUMT00000079672.2|CEBPB-201|CEBPB|1839|UTR5:1-204|CDS:205-1242|UTR3:1243-1839|
08_G10	1	1131	714	1129	100.0	36.8	0	0	0	0	ENST00000648323.1|ENSG00000183770.7|OTTHUMG00000159889.3|OTTHUMT00000357999.3|FOXL2-201|FOXL2|2914|UTR5:1-415|CDS:416-1546|UTR3:1547-2914|
08_H05	1	3963	3360	3963	99.8	15.2	1	0	1	0	ENSMUST00000238808.2|ENSMUSG00000024565.11|OTTMUSG00000073786.2|OTTMUST00000181818.1|Sall3-203|Sall3|4214|CDS:1-3963|UTR3:3964-4214|
08_H08	1	1977	1366	1975	100.0	30.9	0	0	0	0	ENST00000395423.7|ENSG00000071564.17|OTTHUMG00000180031.13|OTTHUMT00000449374.2|TCF3-203|TCF3|2779|UTR5:1-344|CDS:345-2321|UTR3:2322-2779|
08_H09	1	1245	685	1244	100.0	45.0	0	0	0	0	ENST00000394166.8|ENSG00000185551.15|OTTHUMG00000149848.7|OTTHUMT00000313534.2|NR2F2-201|NR2F2|5287|UTR5:1-1406|CDS:1407-2651|UTR3:2652-5287|
08_H11	1	1080	839	1078	100.0	22.2	0	0	0	0	ENST00000290759.9|ENSG00000159556.10|OTTHUMG00000143723.4|OTTHUMT00000289779.2|ISL2-201|ISL2|1831|UTR5:1-111|CDS:112-1191|UTR3:1192-1831|
09_A12	1	1599	1159	1585	100.0	26.7	0	0	0	0	ENST00000243644.9|ENSG00000256683.7|OTTHUMG00000182538.4|OTTHUMT00000462278.2|ZNF350-201|ZNF350|2355|UTR5:1-242|CDS:243-1841|UTR3:1842-2355|
09_B04	1	1683	1014	1682	100.0	39.8	0	0	0	0	ENST00000343459.8|ENSG00000196378.13|OTTHUMG00000165248.2|OTTHUMT00000382936.1|ZNF34-201|ZNF34|1901|UTR5:1-66|CDS:67-1749|UTR3:1750-1901|
09_C05	1	1992	1374	1991	100.0	31.0	0	0	0	0	ENST00000335997.11|ENSG00000102034.17|OTTHUMG00000022390.2|OTTHUMT00000058244.1|ELF4-202|ELF4|4145|UTR5:1-306|CDS:307-2298|UTR3:2299-4145|
09_D05	1	5937	1864	2377	100.0	8.7	0	0	0	0	ENST00000409544.5|ENSG00000075292.19|OTTHUMG00000129735.21|OTTHUMT00000327431.1|ZNF638-203|ZNF638|6821|UTR5:1-630|CDS:631-6567|UTR3:6568-6821|
09_E03	1	915	483	912	100.0	47.0	0	0	0	0	ENST00000262041.6|ENSG00000106511.6|OTTHUMG00000152390.3|OTTHUMT00000326058.3|MEOX2-201|MEOX2|2371|UTR5:1-281|CDS:282-1196|UTR3:1197-2371|
09_E07	1	1167	556	1166	100.0	52.4	0	0	0	0	ENST00000565100.6|ENSG00000157429.16|OTTHUMG00000137593.10|OTTHUMT00000433806.2|ZNF19-206|ZNF19|2087|UTR5:1-134|CDS:135-1301|UTR3:1302-2087|
09_G03	1	1092	500	1091	100.0	54.2	0	0	0	0	ENST00000398897.5|ENSG00000157554.19|OTTHUMG00000090767.4|OTTHUMT00000207534.1|ERG-202|ERG|4651|UTR5:1-183|CDS:184-1275|UTR3:1276-4651|
09_G04	1	1668	1132	1662	100.0	31.8	0	0	0	0	ENST00000421033.5|ENSG00000170954.12|OTTHUMG00000182865.2|-|ZNF415-202|ZNF415|2402|UTR5:1-237|CDS:238-1905|UTR3:1906-2402|
09_G07	1	1842	1228	1841	100.0	33.3	0	0	0	0	ENST00000376741.5|ENSG00000167182.15|OTTHUMG00000150196.4|OTTHUMT00000316777.3|SP2-201|SP2|3026|UTR5:1-51|CDS:52-1893|UTR3:1894-3026|
09_G08	1	1278	675	1277	100.0	47.2	0	0	0	0	ENST00000394973.4|ENSG00000171126.8|OTTHUMG00000128604.4|OTTHUMT00000250465.2|KCNG3-202|KCNG3|3656|UTR5:1-476|CDS:477-1754|UTR3:1755-3656|
09_G11	1	3984	3330	3982	100.0	16.4	0	0	0	0	ENST00000370440.5|ENSG00000122482.21|OTTHUMG00000010078.5|OTTHUMT00000027846.3|ZNF644-204|ZNF644|5702|UTR5:1-218|CDS:219-4202|UTR3:4203-5702|
09_H02	1	1272	677	1271	100.0	46.8	0	0	0	0	ENST00000355650.4|ENSG00000256771.4|OTTHUMG00000182369.3|OTTHUMT00000460803.1|ZNF253-201|ZNF253|2268|UTR5:1-95|CDS:96-1367|UTR3:1368-2268|
09_H03	1	453	214	446	100.0	51.4	0	0	0	0	ENST00000585933.2|ENSG00000153879.9|OTTHUMG00000180469.5|OTTHUMT00000451428.2|CEBPG-202|CEBPG|3845|UTR5:1-398|CDS:399-851|UTR3:852-3845|
09_H06	1	1809	1172	1807	99.8	35.1	1	0	1	0	ENST00000369429.5|ENSG00000092607.15|OTTHUMG00000012263.4|OTTHUMT00000034351.3|TBX15-202|TBX15|4042|UTR5:1-548|CDS:549-2357|UTR3:2358-4042|
09_H09	1	1500	1010	1498	100.0	32.6	0	0	0	0	ENST00000589717.2|ENSG00000256771.4|OTTHUMG00000182369.3|OTTHUMT00000460802.2|ZNF253-203|ZNF253|3542|UTR5:1-115|CDS:116-1615|UTR3:1616-3542|
